creation_date,listing_active_count,num_favorers,currency_code,is_shop_us_based,sale_message,sales_count,review_count,shop_location
19-Nov,7,0,USD,TRUE,FALSE,0,0,"Arlington, Texas"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,"Atlanta, Georgia"
19-Nov,2,0,USD,FALSE,FALSE,6,0,None
19-Nov,4,3,USD,TRUE,FALSE,0,0,"Pembroke Pines, Florida"
19-Nov,6,13,USD,TRUE,FALSE,5,0,"Austin, Texas"
19-Nov,4,0,USD,FALSE,FALSE,0,0,"Kyiv, Ukraine"
19-Dec,5,1,GBP,FALSE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,2,7,USD,TRUE,FALSE,9,0,None
19-Nov,12,0,GBP,FALSE,FALSE,4,0,"Sheffield, United Kingdom"
19-Nov,3,0,GBP,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,3,0,GBP,FALSE,FALSE,0,0,None
19-Nov,2,1,USD,TRUE,FALSE,0,0,"Binghamton, New York"
19-Nov,1,0,EUR,FALSE,FALSE,0,0,None
19-Nov,8,0,USD,TRUE,FALSE,0,0,"Canton, Georgia"
19-Nov,1,0,EUR,FALSE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,TRUE,0,0,"Brunswick, Maine"
19-Nov,1,0,EUR,FALSE,FALSE,0,0,None
19-Nov,1,0,GBP,FALSE,FALSE,0,0,None
19-Nov,6,0,USD,FALSE,TRUE,0,0,None
19-Nov,6,0,USD,FALSE,TRUE,0,0,None
19-Nov,2,0,NOK,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,1,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,8,0,USD,TRUE,FALSE,2,0,None
19-Nov,68,1,USD,TRUE,FALSE,3,0,None
19-Nov,8,0,USD,TRUE,FALSE,0,0,"Fairfield, Iowa"
19-Nov,24,0,USD,FALSE,FALSE,0,0,"St.-Petersburg, Russia"
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,3,0,USD,TRUE,FALSE,0,0,"Cleveland, Ohio"
19-Nov,3,0,EUR,FALSE,FALSE,0,0,None
19-Nov,2,0,GBP,FALSE,FALSE,0,0,"Birmingham, United Kingdom"
19-Nov,7,6,USD,TRUE,FALSE,4,1,"Indianapolis, Indiana"
19-Nov,6,6,USD,TRUE,TRUE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Illinois, United States"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,14,0,CAD,FALSE,FALSE,0,0,"Toronto, Canada"
19-Nov,1,1,EUR,FALSE,FALSE,0,0,None
19-Nov,6,0,USD,TRUE,FALSE,0,0,"Mishawaka, Indiana"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,1,0,GBP,FALSE,FALSE,0,0,"London, United Kingdom"
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,21,0,USD,FALSE,FALSE,2,0,None
19-Nov,0,0,USD,FALSE,FALSE,-99,-99,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Chattanooga, Tennessee"
19-Nov,23,0,USD,FALSE,FALSE,0,0,United States
19-Nov,1,0,EUR,FALSE,FALSE,1,0,None
19-Nov,0,0,USD,FALSE,FALSE,-99,-99,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,2,1,USD,TRUE,FALSE,6,0,"Bozeman, Montana"
19-Nov,8,5,USD,TRUE,FALSE,1,0,None
19-Nov,60,4,USD,TRUE,FALSE,4,1,"Amissville, Virginia"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,1,1,USD,TRUE,TRUE,0,0,"Bloomsburg, Pennsylvania"
19-Dec,34,0,USD,TRUE,FALSE,0,0,"Lombard, Illinois"
19-Nov,12,0,EUR,FALSE,FALSE,0,0,None
19-Nov,4,0,USD,TRUE,FALSE,0,0,"Worcester, Massachusetts"
19-Nov,1,0,GBP,FALSE,FALSE,0,0,None
19-Nov,0,0,GBP,FALSE,FALSE,1,0,None
19-Nov,2,0,GBP,FALSE,FALSE,0,0,None
19-Nov,6,0,CAD,FALSE,FALSE,0,0,None
19-Nov,15,1,GBP,FALSE,FALSE,3,0,"Cambridge, United Kingdom"
19-Nov,22,0,USD,TRUE,FALSE,0,0,"Rock Hill, South Carolina"
19-Nov,0,0,EUR,FALSE,FALSE,2,0,None
19-Nov,5,2,USD,TRUE,FALSE,0,0,None
19-Dec,1,1,GBP,FALSE,FALSE,0,0,None
19-Nov,6,0,USD,TRUE,FALSE,0,0,"Roanoke, Texas"
19-Nov,8,0,USD,FALSE,FALSE,1,0,None
19-Nov,11,1,USD,TRUE,FALSE,10,0,"New Jersey, United States"
19-Dec,13,2,EUR,FALSE,FALSE,0,0,"Como, Italy"
19-Nov,4,0,USD,FALSE,FALSE,0,0,"Veliko Tarnovo, Bulgaria"
19-Nov,18,2,USD,TRUE,TRUE,6,0,None
19-Nov,38,1,EUR,FALSE,FALSE,0,0,"Paris, France"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Dec,3,0,EUR,FALSE,FALSE,0,0,None
19-Nov,19,6,USD,TRUE,FALSE,19,0,"Ledyard Center, Connecticut"
19-Nov,9,0,USD,FALSE,FALSE,0,0,South Africa
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,4,0,USD,TRUE,FALSE,0,0,None
19-Nov,4,3,USD,TRUE,FALSE,50,0,None
19-Nov,1,0,GBP,FALSE,FALSE,0,0,"Glasgow, United Kingdom"
19-Dec,11,0,EUR,FALSE,FALSE,0,0,None
19-Nov,5,1,USD,TRUE,FALSE,5,0,"Honolulu, Hawaii"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,FALSE,FALSE,-99,-99,None
19-Nov,4,0,USD,FALSE,FALSE,0,0,None
19-Dec,2,5,GBP,FALSE,FALSE,26,0,"Cannock, United Kingdom"
19-Nov,6,0,USD,TRUE,FALSE,0,0,"Saint Joseph, Michigan"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,3,0,GBP,FALSE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,CAD,FALSE,FALSE,0,0,"Halifax, Canada"
19-Nov,3,0,SGD,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,1,0,None
19-Nov,6,0,USD,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Phoenix, Arizona"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,42,1,USD,FALSE,TRUE,0,0,"Cherkasy, Ukraine"
19-Nov,26,0,EUR,FALSE,TRUE,0,0,"Potsdam, Germany"
19-Nov,1,1,EUR,FALSE,FALSE,2,0,"Kempten (Allg?u), Germany"
19-Nov,245,31,USD,FALSE,FALSE,0,0,"Jaipur, India"
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Huntington Beach, California"
19-Nov,3,0,USD,TRUE,FALSE,1,0,None
19-Nov,3,0,EUR,FALSE,FALSE,0,0,"Lisbon, Portugal"
19-Nov,5,1,USD,TRUE,FALSE,0,0,"Port Saint Lucie, Florida"
19-Nov,14,0,USD,TRUE,FALSE,0,0,"Kansas City, Missouri"
19-Nov,1,0,GBP,FALSE,FALSE,0,0,None
19-Nov,4,1,USD,FALSE,FALSE,0,0,None
19-Nov,3,1,USD,TRUE,TRUE,0,0,"Naperville, Illinois"
19-Nov,7,0,USD,TRUE,FALSE,0,0,None
19-Nov,4,0,USD,FALSE,FALSE,0,0,None
19-Nov,9,1,USD,FALSE,FALSE,0,0,"?zmir, Turkey"
19-Nov,5,0,EUR,FALSE,FALSE,1,0,None
19-Nov,1,0,EUR,FALSE,FALSE,2,0,None
19-Nov,5,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,EUR,FALSE,FALSE,0,0,None
19-Nov,1,0,EUR,FALSE,FALSE,2,0,None
19-Nov,5,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,EUR,FALSE,FALSE,0,0,None
19-Dec,4,0,EUR,FALSE,FALSE,0,0,"Merefa, Ukraine"
19-Nov,5,0,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,5,0,USD,FALSE,FALSE,0,0,"Kingston, Jamaica"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,44,0,USD,TRUE,FALSE,0,0,"New Jersey, United States"
19-Nov,1,0,GBP,FALSE,FALSE,0,0,"Bradford, United Kingdom"
19-Nov,3,0,USD,TRUE,FALSE,0,0,None
19-Nov,17,2,USD,TRUE,TRUE,2,0,"Wilmington, North Carolina"
19-Dec,3,0,EUR,FALSE,FALSE,0,0,None
19-Nov,7,2,USD,TRUE,FALSE,0,0,"Tyler, Texas"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,2,0,USD,TRUE,FALSE,3,0,None
19-Nov,5,1,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,"Middletown, Connecticut"
19-Nov,4,0,EUR,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,4,0,GBP,FALSE,FALSE,17,0,None
19-Nov,20,1,USD,TRUE,FALSE,0,0,"Commack, New York"
19-Nov,1,1,USD,TRUE,FALSE,1,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,6,0,USD,TRUE,FALSE,0,0,None
19-Nov,5,0,CAD,FALSE,TRUE,0,0,"Laval, Canada"
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,1,USD,TRUE,FALSE,0,0,"North East, Pennsylvania"
19-Nov,1,0,GBP,FALSE,FALSE,3,0,United Kingdom
19-Nov,3,4,USD,TRUE,FALSE,1,0,"New Braunfels, Texas"
19-Nov,2,1,USD,TRUE,TRUE,0,0,"Indianapolis, Indiana"
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,2,0,EUR,FALSE,FALSE,1,0,"Sigulda, Latvia"
19-Nov,0,3,EUR,FALSE,FALSE,-99,-99,None
19-Nov,1,0,EUR,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Rochester, New York"
19-Nov,9,2,EUR,FALSE,FALSE,0,0,"Helsinki, Finland"
19-Nov,2,0,USD,FALSE,FALSE,0,0,"Moscow, Russia"
19-Dec,1,0,USD,TRUE,FALSE,1,1,None
19-Nov,6,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,18,0,EUR,FALSE,FALSE,0,0,"Milan, Italy"
19-Nov,0,0,CAD,FALSE,TRUE,0,0,None
19-Nov,14,0,USD,TRUE,FALSE,0,0,"Chicago, Illinois"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,"Savannah, Georgia"
19-Nov,15,1,USD,TRUE,FALSE,0,0,"Denver, Colorado"
19-Dec,3,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,8,1,EUR,FALSE,TRUE,0,0,"Paris, France"
19-Nov,18,0,EUR,FALSE,FALSE,0,0,"Nantes, France"
19-Nov,1,0,GBP,FALSE,TRUE,0,0,None
19-Nov,3,0,EUR,FALSE,FALSE,0,0,"Palermo, Italy"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,5,0,EUR,FALSE,FALSE,0,0,Ireland
19-Nov,44,0,USD,FALSE,TRUE,26,0,None
19-Nov,1,0,USD,TRUE,TRUE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,DKK,FALSE,FALSE,0,0,None
19-Nov,1,0,EUR,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,TRUE,1,0,"Massachusetts, United States"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Dec,10,1,USD,TRUE,FALSE,1,0,"Dumont, New Jersey"
19-Nov,1,2,CAD,FALSE,FALSE,0,0,"Ottawa, Canada"
19-Nov,1,0,USD,TRUE,FALSE,1,0,"Clinton, Connecticut"
19-Dec,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,12,2,USD,TRUE,FALSE,7,0,"Madison, Wisconsin"
19-Nov,16,5,USD,TRUE,TRUE,20,0,None
19-Nov,2,1,USD,TRUE,FALSE,0,0,None
19-Nov,14,1,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,"Tyumen??Oblast, Russia"
19-Nov,1,0,USD,FALSE,FALSE,0,0,"Berlin, Germany"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,2,0,EUR,FALSE,TRUE,0,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,"Fort Worth, Texas"
19-Nov,3,0,GBP,FALSE,FALSE,2,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,4,14,EUR,FALSE,TRUE,43,4,"Auvergne-Rh?ne-Alpes, France"
19-Nov,2,0,CAD,FALSE,TRUE,0,0,"Buffalo, New York"
19-Nov,1,0,EUR,FALSE,FALSE,0,0,None
19-Dec,4,0,GBP,FALSE,FALSE,0,0,"Belfast, United Kingdom"
19-Nov,0,2,USD,TRUE,FALSE,-99,-99,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,4,USD,TRUE,FALSE,-99,-99,None
19-Nov,3,0,CAD,FALSE,FALSE,0,0,None
19-Nov,2,0,EUR,TRUE,FALSE,0,0,None
19-Dec,12,5,USD,TRUE,TRUE,1,0,"Nashville, Tennessee"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,0,3,USD,TRUE,FALSE,-99,-99,None
19-Nov,3,2,USD,TRUE,FALSE,4,0,"Toledo, Ohio"
19-Nov,2,0,USD,TRUE,FALSE,14,2,"San Francisco, California"
19-Nov,4,2,USD,TRUE,FALSE,5,0,"Boston, Massachusetts"
19-Nov,2,0,EUR,FALSE,FALSE,0,0,None
19-Nov,16,1,USD,TRUE,FALSE,0,0,None
19-Nov,55,1,GBP,FALSE,TRUE,0,0,None
19-Nov,9,4,USD,FALSE,FALSE,0,0,"Moscow, Russia"
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Illinois, United States"
19-Nov,4,3,USD,TRUE,TRUE,0,0,None
19-Nov,9,4,USD,FALSE,FALSE,0,0,"Moscow, Russia"
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Illinois, United States"
19-Nov,4,3,USD,TRUE,TRUE,0,0,None
19-Nov,4,0,GBP,FALSE,FALSE,0,0,None
19-Nov,5,3,USD,TRUE,FALSE,0,0,"Hollister, California"
19-Nov,11,2,USD,TRUE,TRUE,0,0,"Elmhurst, Illinois"
19-Nov,0,0,USD,FALSE,FALSE,-99,-99,None
19-Nov,0,2,USD,TRUE,FALSE,5,0,"Florence, South Carolina"
19-Nov,10,2,GBP,FALSE,TRUE,0,0,None
19-Nov,0,8,EUR,FALSE,FALSE,37,0,"Dublin, Ireland"
19-Nov,46,6,USD,TRUE,FALSE,15,2,"Red Bank, New Jersey"
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,TRUE,0,0,None
19-Nov,7,5,USD,TRUE,FALSE,2,0,"Bossier City, Louisiana"
19-Nov,4,1,EUR,FALSE,FALSE,0,0,"Ysselsteyn, The Netherlands"
19-Nov,3,0,EUR,FALSE,FALSE,0,0,"Strasbourg, France"
19-Nov,19,45,USD,FALSE,FALSE,0,0,"Montreal, Canada"
19-Nov,1,0,GBP,FALSE,FALSE,0,0,None
19-Nov,5,0,USD,FALSE,FALSE,0,0,None
19-Nov,6,0,EUR,FALSE,FALSE,0,0,"Berlin, Germany"
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Roseville, Minnesota"
19-Nov,12,3,USD,TRUE,TRUE,4,0,"Sparta, Michigan"
19-Nov,10,7,USD,TRUE,TRUE,1,0,"Bluffton, South Carolina"
19-Nov,5,0,EUR,FALSE,FALSE,0,0,"Paris, France"
19-Nov,6,1,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,EUR,FALSE,FALSE,0,0,None
19-Dec,1,0,USD,TRUE,FALSE,1,0,None
19-Nov,7,0,EUR,FALSE,FALSE,0,0,None
19-Nov,2,0,GBP,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Erie, Pennsylvania"
19-Nov,3,1,USD,TRUE,FALSE,2,0,None
19-Nov,1,0,GBP,FALSE,FALSE,0,0,"Westcliff, United Kingdom"
19-Nov,2,0,EUR,FALSE,FALSE,0,0,"Shenzhen, China"
19-Nov,5,1,USD,FALSE,FALSE,0,0,None
19-Nov,15,1,EUR,FALSE,FALSE,2,0,"Paris, France"
19-Nov,50,3,USD,TRUE,FALSE,17,1,"Fort Worth, Texas"
19-Nov,14,0,GBP,FALSE,FALSE,1,0,None
19-Nov,1,0,GBP,FALSE,FALSE,0,0,"London, United Kingdom"
19-Nov,2,0,USD,TRUE,FALSE,0,0,"Augusta, Georgia"
19-Nov,23,3,USD,TRUE,TRUE,4,1,None
19-Nov,0,0,GBP,FALSE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,4,0,GBP,FALSE,FALSE,0,0,None
19-Nov,19,0,USD,TRUE,FALSE,0,0,"Portland, Tennessee"
19-Nov,2,0,EUR,FALSE,FALSE,0,0,"Rome, Italy"
19-Nov,2,0,USD,TRUE,FALSE,1,0,None
19-Nov,3,0,USD,FALSE,FALSE,0,0,None
19-Nov,9,0,EUR,FALSE,FALSE,0,0,"Uz?s, France"
19-Nov,4,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,EUR,FALSE,FALSE,0,0,None
19-Nov,6,0,USD,FALSE,FALSE,3,0,None
19-Nov,2,0,GBP,FALSE,FALSE,2,0,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,8,1,EUR,FALSE,FALSE,0,0,None
19-Nov,6,0,EUR,FALSE,FALSE,0,0,"Bisingen, Germany"
19-Nov,0,0,USD,TRUE,FALSE,1,1,None
19-Nov,0,0,EUR,TRUE,FALSE,-99,-99,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,3,0,USD,TRUE,FALSE,1,0,"Brighton, Colorado"
19-Nov,2,0,GBP,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Amarillo, Texas"
19-Nov,0,0,USD,FALSE,FALSE,-99,-99,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,1,EUR,FALSE,FALSE,64,1,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Dec,5,1,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,3,3,USD,TRUE,FALSE,0,0,"New Braunfels, Texas"
19-Dec,1,0,EUR,FALSE,FALSE,0,0,None
19-Nov,4,0,USD,FALSE,FALSE,0,0,None
19-Nov,1,2,USD,TRUE,FALSE,0,0,"Tulsa, Oklahoma"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Dec,17,0,CAD,FALSE,FALSE,0,0,"Toronto, Canada"
19-Nov,0,0,USD,FALSE,FALSE,-99,-99,None
19-Nov,3,0,EUR,FALSE,FALSE,7,1,"Altkirch, France"
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Collierville, Tennessee"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,2,0,GBP,FALSE,FALSE,0,0,None
19-Nov,15,7,GBP,FALSE,FALSE,0,0,None
19-Nov,2,0,EUR,FALSE,FALSE,0,0,None
19-Nov,2,2,GBP,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,15,0,USD,TRUE,FALSE,0,0,None
19-Nov,5,1,USD,TRUE,FALSE,0,0,"Lawrence, Kansas"
19-Nov,1,0,EUR,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,3,0,EUR,FALSE,FALSE,0,0,None
19-Nov,32,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,TRUE,-99,-99,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,"Chesterfield Court House, Virginia"
19-Nov,5,2,USD,FALSE,FALSE,0,0,None
19-Nov,5,2,GBP,FALSE,FALSE,2,0,None
19-Dec,4,1,USD,TRUE,FALSE,2,0,"San Diego, California"
19-Nov,11,1,GBP,FALSE,FALSE,0,0,"Cardiff, United Kingdom"
19-Nov,11,0,GBP,FALSE,FALSE,0,0,"Ealing, United Kingdom"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,30,0,USD,TRUE,FALSE,0,0,"Randolph Township, New Jersey"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,0,1,USD,FALSE,FALSE,-99,-99,None
19-Nov,5,0,USD,TRUE,FALSE,0,0,"Albany, New York"
19-Nov,1,0,EUR,FALSE,FALSE,0,0,"Dreux, France"
19-Nov,6,0,USD,TRUE,TRUE,0,0,None
19-Nov,2,0,EUR,FALSE,FALSE,0,0,"Gattinara, Italy"
19-Nov,1,0,USD,TRUE,FALSE,0,0,"Fort Worth, Texas"
19-Dec,1,0,EUR,FALSE,FALSE,0,0,"Milano, Italy"
19-Nov,5,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,2,USD,TRUE,FALSE,0,0,"Howell, Michigan"
19-Nov,22,2,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,21,0,EUR,FALSE,TRUE,0,0,None
19-Nov,33,0,EUR,FALSE,FALSE,0,0,"Rennes, France"
19-Nov,2,0,EUR,FALSE,FALSE,0,0,"Torino, Italy"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,10,0,GBP,FALSE,FALSE,0,0,"Nuneaton, United Kingdom"
19-Nov,24,8,GBP,FALSE,FALSE,3,1,None
19-Dec,4,0,EUR,FALSE,FALSE,0,0,None
19-Nov,10,0,USD,TRUE,FALSE,1,0,"Fort Lauderdale, Florida"
19-Nov,1,0,USD,FALSE,FALSE,0,0,Turkey
19-Nov,12,0,EUR,FALSE,TRUE,0,0,"Paris, France"
19-Dec,16,0,USD,TRUE,TRUE,0,0,"Traverse City, Michigan"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,10,7,CAD,FALSE,TRUE,4,0,"Ontario, Canada"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,1,0,GBP,FALSE,FALSE,0,0,None
19-Nov,5,0,USD,FALSE,FALSE,0,0,None
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,14,0,USD,FALSE,FALSE,0,0,None
19-Nov,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,10,3,USD,TRUE,FALSE,0,0,None
19-Nov,2,0,GBP,FALSE,FALSE,0,0,None
19-Nov,3,1,USD,TRUE,FALSE,0,0,"Baltimore, Maryland"
19-Dec,2,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,1,USD,TRUE,FALSE,0,0,"Owings Mills, Maryland"
19-Nov,11,4,GBP,FALSE,FALSE,0,0,"Bollington, United Kingdom"
19-Nov,2,0,USD,TRUE,FALSE,2,0,None
19-Dec,2,0,USD,TRUE,FALSE,0,0,"Glendale, Arizona"
19-Nov,170,1,USD,FALSE,FALSE,2,0,None
19-Nov,98,21,USD,FALSE,TRUE,2,0,"Seoul, South Korea"
19-Dec,7,1,EUR,FALSE,FALSE,3,0,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,2,0,EUR,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,0,USD,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,17,0,GBP,FALSE,FALSE,0,0,None
19-Nov,4,0,USD,FALSE,FALSE,0,0,"Kaliningrad, Russia"
19-Nov,2,1,USD,TRUE,FALSE,0,0,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,None
19-Nov,1,0,USD,FALSE,FALSE,0,0,"Vladimir, Russia"
19-Nov,4,0,USD,TRUE,FALSE,0,0,"Kalamazoo, Michigan"
19-Nov,13,2,USD,TRUE,FALSE,0,0,"Sheldon, Iowa"
19-Nov,1,0,USD,TRUE,TRUE,0,0,None
19-Nov,4,1,GBP,FALSE,FALSE,0,0,"Liverpool, United Kingdom"
19-Nov,4,0,USD,FALSE,FALSE,0,0,None
19-Nov,2,0,EUR,FALSE,FALSE,0,0,"Budapest, Hungary"
19-Nov,15,0,USD,TRUE,FALSE,4,0,None
19-Nov,1,0,EUR,FALSE,FALSE,0,0,None
19-Nov,1,4,USD,TRUE,FALSE,3,0,"Fayetteville, North Carolina"
19-Nov,1,1,USD,TRUE,TRUE,0,0,"Taylorville, Illinois"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,0,0,USD,TRUE,TRUE,0,0,None
19-Nov,20,2,EUR,FALSE,TRUE,4,0,"Padua, Italy"
19-Nov,1,0,USD,TRUE,FALSE,2,0,None
19-Nov,1,0,GBP,FALSE,FALSE,0,0,"Pontypool, United Kingdom"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,8,1,EUR,FALSE,FALSE,0,0,"Maldegem, Belgium"
19-Nov,6,1,GBP,FALSE,TRUE,0,0,"Canterbury, United Kingdom"
19-Nov,1,0,GBP,FALSE,FALSE,0,0,None
19-Nov,5,0,USD,TRUE,TRUE,2,0,"Youngstown, Ohio"
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,0,0,USD,TRUE,FALSE,-99,-99,None
19-Nov,21,1,GBP,FALSE,FALSE,26,0,None
19-Dec,0,0,EUR,FALSE,FALSE,0,0,None
19-Nov,6,0,GBP,FALSE,FALSE,0,0,"Chichester, United Kingdom"
19-Nov,1,0,USD,TRUE,FALSE,0,0,None
19-Nov,7,0,GBP,FALSE,FALSE,0,0,None
19-Nov,8,1,USD,FALSE,FALSE,2,0,"Jerusalem, Israel"
19-Nov,2,0,EUR,FALSE,FALSE,0,0,None
19-Dec,18,0,USD,TRUE,FALSE,1,0,None
19-Dec,3,0,EUR,FALSE,FALSE,0,0,"Beauregard-Vendon, France"
19-Nov,0,0,USD,TRUE,FALSE,0,0,None
19-Nov,0,50,EUR,FALSE,FALSE,-99,-99,None
